"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2155","should login with valid credentials","","Wed Jun 11 12:04:55 EEST 2025","failed","Wed Jun 11 12:04:57 EEST 2025","","My Web application on env: STAGE","",""
