"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1462","should login with valid credentials","My Web application on env: STAGE","Thu Oct 23 12:04:26 EEST 2025","failed","Thu Oct 23 12:04:28 EEST 2025","","","",""
