"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1936","should login with valid credentials","","Fri Jun 06 12:08:26 EEST 2025","failed","Fri Jun 06 12:08:28 EEST 2025","","My Web application on env: PROD","",""
