"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","60036","should login with valid credentials","","Fri Jun 06 18:04:57 EEST 2025","broken","Fri Jun 06 18:05:57 EEST 2025","","My Web application on env: STAGE","",""
