"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1434","should login with valid credentials","","Mon Sep 15 12:04:36 EEST 2025","failed","Mon Sep 15 12:04:38 EEST 2025","","My Web application on env: STAGE","",""
