"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1172","should login with valid credentials","","Fri Jun 06 16:20:21 EEST 2025","failed","Fri Jun 06 16:20:23 EEST 2025","","My Web application on env: STAGE","",""
