"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1585","should login with valid credentials","My Web application on env: PROD","Tue Oct 14 12:08:56 EEST 2025","failed","Tue Oct 14 12:08:58 EEST 2025","","","",""
