"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","818","should login with valid credentials","","Fri Jul 04 12:08:32 EEST 2025","failed","Fri Jul 04 12:08:33 EEST 2025","","My Web application on env: PROD","",""
