"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1683","should login with valid credentials","My Web application on env: STAGE","Fri Nov 28 11:04:42 EET 2025","failed","Fri Nov 28 11:04:44 EET 2025","","","",""
