"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","60022","should login with valid credentials","","Fri Jun 06 18:09:45 EEST 2025","broken","Fri Jun 06 18:10:45 EEST 2025","","My Web application on env: STAGE","",""
