"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1986","should login with valid credentials","My Web application on env: STAGE","Wed Oct 08 12:04:50 EEST 2025","failed","Wed Oct 08 12:04:52 EEST 2025","","","",""
