"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1176","should login with valid credentials","","Wed Aug 27 12:08:08 EEST 2025","failed","Wed Aug 27 12:08:09 EEST 2025","","My Web application on env: PROD","",""
