"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2109","should login with valid credentials","","Thu Sep 25 12:08:50 EEST 2025","failed","Thu Sep 25 12:08:52 EEST 2025","","My Web application on env: PROD","",""
