"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2679","should login with valid credentials","My Web application on env: PROD","Wed Oct 29 11:09:11 EET 2025","failed","Wed Oct 29 11:09:13 EET 2025","","","",""
